,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28W03.wav
1313,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N18.wav
430,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A04.wav
1002,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A06.wav
1376,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A18.wav
1694,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A02.wav
1714,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F27A03.wav
281,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14H02.wav
1018,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N27.wav
751,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S10.wav
1662,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S03.wav
718,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S19.wav
1554,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20H05.wav
526,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A09.wav
1063,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S21.wav
1439,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20W02.wav
1182,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A01.wav
91,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A29.wav
827,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N39.wav
2409,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A07.wav
1321,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N28.wav
2156,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25H02.wav
1784,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N29.wav
2424,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M36S03.wav
2861,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N02.wav
1385,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N21.wav
780,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N13.wav
2112,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11N01.wav
2675,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14H01.wav
637,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N29.wav
492,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F26N01.wav
2360,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A70.wav
2210,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N18.wav
352,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09N02.wav
878,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A33.wav
2889,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A26.wav
433,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M55N03.wav
953,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N56.wav
961,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56A01.wav
1575,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A13.wav
1627,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26W01.wav
2252,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10W01.wav
1023,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N66.wav
1128,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S21.wav
2494,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N42.wav
1601,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S18.wav
1539,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N06.wav
0,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11N05.wav
2173,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A18.wav
227,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N01.wav
2698,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A68.wav
1949,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M54N02.wav
578,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A20.wav
66,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A47.wav
1860,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56N04.wav
372,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N36.wav
804,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A60.wav
2199,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N21.wav
2858,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S08.wav
1342,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N20.wav
2023,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21W02.wav
1925,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A03.wav
412,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44S02.wav
655,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A35.wav
2499,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N14.wav
2122,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H11.wav
1073,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M14N01.wav
1809,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A27.wav
2416,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A10.wav
374,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22S03.wav
271,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A48.wav
183,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N09.wav
1609,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N18.wav
640,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S12.wav
2521,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40A01.wav
2278,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A09.wav
2135,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N35.wav
1217,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A12.wav
635,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34A02.wav
990,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43W03.wav
1225,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N25.wav
1964,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07W05.wav
2269,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A01.wav
2534,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W08.wav
2515,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N50.wav
1175,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43N05.wav
2232,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N04.wav
1274,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A10.wav
1587,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03W04.wav
925,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A32.wav
2233,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A38.wav
2539,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06S02.wav
2968,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06S04.wav
2182,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21W01.wav
2321,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N03.wav
381,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N04.wav
1234,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N08.wav
126,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N62.wav
946,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A25.wav
2126,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A11.wav
1441,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F29N07.wav
1924,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A02.wav
703,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F25N03.wav
2178,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03N03.wav
2060,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N07.wav
602,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N03.wav
335,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N02.wav
1078,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A07.wav
298,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22A03.wav
2799,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H07.wav
2509,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N82.wav
1769,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N13.wav
1259,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A16.wav
738,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A29.wav
1755,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A03.wav
1369,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22A05.wav
1733,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A14.wav
666,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A38.wav
2854,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14N07.wav
2355,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17S03.wav
1946,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N36.wav
2313,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N07.wav
178,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06A01.wav
145,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A27.wav
284,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H07.wav
1260,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06S03.wav
229,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F26N04.wav
2800,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N65.wav
645,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20W04.wav
26,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A15.wav
2292,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S47.wav
1716,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A22.wav
1352,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A23.wav
483,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A17.wav
2218,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15N03.wav
1651,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F29N01.wav
2045,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F15N02.wav
1348,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S44.wav
1141,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A01.wav
1011,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A15.wav
294,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M13A01.wav
2157,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A54.wav
1433,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32A01.wav
2263,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N05.wav
2576,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A24.wav
2137,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N19.wav
1038,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A21.wav
982,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S07.wav
2351,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H21.wav
334,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W09.wav
2171,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A17.wav
181,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A05.wav
1144,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32H03.wav
1835,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A16.wav
2046,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05A05.wav
1355,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09A05.wav
1696,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A05.wav
699,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A14.wav
2855,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S01.wav
1862,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N56.wav
1818,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A55.wav
1253,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A10.wav
6,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03F01.wav
1211,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06S06.wav
595,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A03.wav
2650,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M49N03.wav
1980,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A16.wav
1850,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A21.wav
1254,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N33.wav
1068,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A32.wav
376,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A11.wav
1612,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31A05.wav
2991,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A23.wav
2293,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S20.wav
1670,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53S01.wav
171,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26N09.wav
259,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A36.wav
1881,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24N04.wav
305,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A27.wav
1650,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22F01.wav
1547,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A16.wav
2070,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S10.wav
2798,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N37.wav
2015,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N11.wav
1324,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M55A04.wav
2602,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A50.wav
935,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N17.wav
698,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28H02.wav
1902,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28S01.wav
2711,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A58.wav
2330,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A17.wav
460,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N06.wav
1461,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N02.wav
2198,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A02.wav
1584,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01N09.wav
1555,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05A13.wav
1027,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N08.wav
2774,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A46.wav
1310,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M13N01.wav
1430,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H06.wav
1158,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30N05.wav
790,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34S05.wav
35,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28H03.wav
200,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A61.wav
2105,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20N04.wav
2984,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S07.wav
1080,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A67.wav
216,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N11.wav
744,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N15.wav
957,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A49.wav
2571,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W07.wav
2489,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A70.wav
1900,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A25.wav
1764,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07N09.wav
2934,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N38.wav
2707,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20S02.wav
2885,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A12.wav
2511,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N16.wav
2141,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N03.wav
1453,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A22.wav
606,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A27.wav
149,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N02.wav
521,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A10.wav
1363,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A10.wav
968,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50N02.wav
1361,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N11.wav
1821,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12N06.wav
947,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A40.wav
1077,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N03.wav
1770,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H05.wav
1515,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H02.wav
400,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N86.wav
1912,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A45.wav
2691,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A66.wav
2254,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56N01.wav
2726,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N05.wav
870,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A14.wav
1904,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N13.wav
2530,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S18.wav
918,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A07.wav
2324,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22N05.wav
1673,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N01.wav
2874,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A07.wav
510,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18N11.wav
663,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M49H01.wav
2107,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S31.wav
2467,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N24.wav
317,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N03.wav
1359,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30A02.wav
1405,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A15.wav
206,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N23.wav
2449,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A02.wav
596,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N09.wav
1566,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20A01.wav
921,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A61.wav
2835,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10H01.wav
343,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A49.wav
1476,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S07.wav
1689,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N49.wav
2428,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A09.wav
770,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06N06.wav
1411,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24A01.wav
967,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W25.wav
2050,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A33.wav
261,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A16.wav
2323,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A09.wav
2034,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S11.wav
1319,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N03.wav
1226,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06W02.wav
1810,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H03.wav
822,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N49.wav
1661,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N07.wav
2138,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20A02.wav
1086,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05S03.wav
863,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H06.wav
150,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N43.wav
2401,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14W01.wav
2814,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03A04.wav
1477,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N08.wav
1266,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50S01.wav
1171,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S09.wav
362,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41A05.wav
2634,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A46.wav
1857,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A09.wav
895,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N40.wav
915,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30W01.wav
1372,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N22.wav
2856,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N02.wav
2089,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09N05.wav
338,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N18.wav
2838,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53S03.wav
2365,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A22.wav
1868,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N11.wav
2195,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H01.wav
2374,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N48.wav
1019,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A28.wav
881,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18S01.wav
2284,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N19.wav
413,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A20.wav
2486,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30A06.wav
2582,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W21.wav
1815,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31S01.wav
102,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A03.wav
2038,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24S03.wav
454,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A01.wav
2388,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28W01.wav
1846,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A17.wav
1928,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N27.wav
976,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07N04.wav
756,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F16S04.wav
2868,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N21.wav
208,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N11.wav
903,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A02.wav
2947,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A26.wav
950,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15A09.wav
1578,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H07.wav
1865,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A19.wav
2327,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28S06.wav
1412,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56N03.wav
2314,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44W02.wav
2493,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N44.wav
2575,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N25.wav
2256,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A14.wav
180,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N01.wav
993,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A22.wav
538,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M23A02.wav
2229,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A52.wav
2676,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S20.wav
694,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A28.wav
1335,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A66.wav
1270,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03W05.wav
792,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A24.wav
2981,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30W01.wav
357,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A32.wav
1720,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N59.wav
2183,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03F03.wav
2334,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N16.wav
2463,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N06.wav
973,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N48.wav
1082,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N34.wav
731,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17H01.wav
989,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32S03.wav
1156,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15N04.wav
1168,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N07.wav
268,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A30.wav
143,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21W06.wav
625,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N16.wav
1351,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20S02.wav
217,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A09.wav
1576,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M52N03.wav
1834,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44S04.wav
847,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N12.wav
